event,ML_event_mean,ML_event_median,ML_event_std,n_station,distance_min_km,distance_max_km,distance_mean_km,distance_median_km,header_ML_mean,header_ML_median,amplitude_h_nm_mean,ML_formula,ML_event_std_filled0,ML_event_std_error,ML_event_mean_minus_header,ML_event_median_minus_header,abs_ML_event_mean_minus_header
20091126135901_ML3.6,4.174572063121575,4.138930602161187,0.17205295711899843,8,27.736465454101562,231.4261474609375,89.04381012916565,76.97288513183594,3.5999999046325684,3.5999999046325684,19020.630277731532,SEISAN_HUTTON_NM,0.17205295711899843,0.06082990635102103,0.5745721584890067,0.5389306975286186,0.5745721584890067
20100102190332_M3.2,3.083506819329205,3.083506819329205,,1,181.56509399414062,181.56509399414062,181.56509399414062,181.56509399414062,3.200000047683716,3.200000047683716,221.30459548663913,SEISAN_HUTTON_NM,0.0,,-0.11649322835451104,-0.11649322835451104,0.11649322835451104
20100106232719_M3.4,3.204862075576303,3.204862075576303,,1,132.49429321289062,132.49429321289062,132.49429321289062,132.49429321289062,3.4000000953674316,3.4000000953674316,524.4202652827328,SEISAN_HUTTON_NM,0.0,,-0.19513801979112877,-0.19513801979112877,0.19513801979112877
20100906041310_M3.4,3.8254125761586093,3.8254125761586093,,1,212.51515197753906,212.51515197753906,212.51515197753906,212.51515197753906,3.4000000953674316,3.4000000953674316,913.3962314621996,SEISAN_HUTTON_NM,0.0,,0.42541248079117766,0.42541248079117766,0.42541248079117766
20101010204633_M3.3,3.6252880389885225,3.6252880389885225,,1,167.28494262695312,167.28494262695312,167.28494262695312,167.28494262695312,3.299999952316284,3.299999952316284,886.3817164918048,SEISAN_HUTTON_NM,0.0,,0.3252880866722383,0.3252880866722383,0.3252880866722383
20110205153128_M3.0,2.7794777547833425,2.8041791699285157,0.1756876706113721,5,77.1772689819336,203.46197509765625,125.59820861816407,101.15263366699219,3.0,3.0,328.0459460897654,SEISAN_HUTTON_NM,0.1756876706113721,0.07856991485912401,-0.22052224521665753,-0.19582083007148432,0.22052224521665753
20110224200421_M3.3,3.1447783815642105,3.096283741577289,0.3561581249890049,8,70.66927337646484,280.3385925292969,155.75932121276855,138.50235748291016,3.299999952316284,3.299999952316284,470.85809512035263,SEISAN_HUTTON_NM,0.3561581249890049,0.12592091267720565,-0.15522157075207366,-0.20371621073899515,0.15522157075207366
20110317181056_M3.1,3.109048092675637,2.8651444545960585,0.48027846380994527,7,55.93606948852539,247.9779815673828,154.71344920567103,154.43890380859375,3.0999999046325684,3.0999999046325684,404.5843427280435,SEISAN_HUTTON_NM,0.48027846380994527,0.18152819647160717,0.009048188043068617,-0.23485545003650987,0.009048188043068617
20110327034351_M3.3,3.146934424872697,3.146934424872697,,1,119.21871948242188,119.21871948242188,119.21871948242188,119.21871948242188,3.299999952316284,3.299999952316284,526.8447591580458,SEISAN_HUTTON_NM,0.0,,-0.15306552744358726,-0.15306552744358726,0.15306552744358726
20110425103049_M2.8,2.602954179994472,2.603838408691158,0.20404853378827412,5,36.155517578125,91.00283813476562,64.45111770629883,63.325775146484375,2.799999952316284,2.799999952316284,566.8682014502554,SEISAN_HUTTON_NM,0.20404853378827412,0.09125327845194872,-0.19704577232181197,-0.19616154362512628,0.19704577232181197
