event,ML_event_mean,ML_event_std,ML_event_median,n_station,distance_min_km,distance_max_km,distance_mean_km,header_ML_mean
20190827092730_ML3.1,10.0254684666686,0.28587010308773825,9.992991884694307,4,49.607845306396484,269.1282653808594,137.84760761260986,3.0999999046325684
20190830222352_ML4.3,10.732152713845808,0.18762249038786974,10.76594884938816,8,180.92506408691406,392.34375,283.1843013763428,4.300000190734863
20190901071056_ML3.0,10.740077391140911,0.6635425767988555,10.740077391140911,2,119.89676666259766,149.9394073486328,134.91808700561523,3.0
20190901090956_ML3.5,10.490375845927002,0.3173970022804082,10.522991676589688,9,72.13204193115234,358.7647705078125,192.99019622802734,3.5
20190922075530_ML3.9,10.886543047038879,0.06236274111371505,10.890389897078787,3,118.05650329589844,200.54605102539062,159.27362569173178,3.9000000953674316
20191006043335_ML3.4,9.758425130640319,1.176176015560716,10.245252709798406,6,12.046126365661621,250.5486297607422,138.8565214474996,3.4000000953674316
20191103001530_ML3.3,10.343224006734783,0.28022059408884964,10.39847098999909,5,120.11654663085938,203.12521362304688,161.10466613769532,3.299999952316284
20191115110831_ML3.5,10.47257256037533,0.32779383913964893,10.511733216616227,5,130.01126098632812,223.2196044921875,177.53748168945313,3.5
20191119004305_ML3.7,10.632107475605606,0.21280343178734212,10.63874530006385,6,122.42530059814453,332.826904296875,214.31162134806314,3.700000047683716
20191120083156_ML4.1,10.543294570089932,1.0249198197676055,10.65948106484931,10,31.37030792236328,402.0098571777344,277.7586639404297,4.099999904632568
20191120083223_ML4.1,10.644483929958056,0.2651572274212408,10.497125267289892,6,241.98011779785156,387.4294128417969,316.083501180013,4.099999904632568
20191122080718_ML3.2,10.17697617701986,0.12025770540506407,10.22914860502964,4,130.68008422851562,243.9780731201172,175.61928176879883,3.200000047683716
20191127212856_ML3.0,8.985082775266335,1.0879348730731995,9.395375440383665,3,28.221269607543945,82.22691345214844,52.82841428120931,3.0
20191127234457_ML4.8,11.715705205706868,0.1599773914737661,11.765771674250907,7,109.15680694580078,404.55755615234375,237.6240724836077,4.800000190734863
20191128005956_ML3.0,10.247135964093832,0.17176258936693056,10.205745442722359,3,110.00868225097656,163.61985778808594,129.39576721191406,3.0
20191201103456_ML3.0,10.306324131065239,0.10107611986985161,10.274784919023952,4,64.21571350097656,179.02362060546875,122.65580368041992,3.0
20191203060956_ML3.1,10.302057902500595,0.24689241522408537,10.255375844748272,4,60.218074798583984,175.1492919921875,119.42793560028076,3.0999999046325684
20191228034224_ML3.0,9.999675993199071,0.3957880035416838,10.010671808806523,5,131.878662109375,224.58843994140625,179.03858947753906,3.0
20191230123956_ML3.1,9.97115236188897,0.32021963000634446,9.829195510404668,7,53.06830978393555,240.20860290527344,160.7239886692592,3.0999999046325684
20200101040503_ML3.2,10.247861531427434,0.13285607692891624,10.283616493422421,6,116.58329772949219,241.22996520996094,176.03417460123697,3.200000047683716
20200103123939_ML3.1,10.25436857233756,0.21022819982929525,10.25470362267906,7,100.75894927978516,249.80364990234375,170.4983389718192,3.0999999046325684
20200122212559_ML4.1,10.730616669777731,0.19835766266315139,10.713093509170083,7,180.92520141601562,381.0425720214844,276.9359610421317,4.099999904632568
20200219092617_ML3.3,10.582926070003404,0.27617267703209986,10.54102295903419,7,61.307552337646484,264.4635009765625,161.46987642560686,3.299999952316284
20200228181235_ML4.0,10.693349355437453,0.30634114481482844,10.657336344244458,8,174.12733459472656,425.9822692871094,323.5114116668701,4.0
20200229081258_ML2.6,9.729389499850996,0.2934963725717303,9.677102490741861,8,54.68782424926758,327.4145812988281,179.78248929977417,2.5999999046325684
20200312211615_ML3.1,10.17497392167388,0.26958471977002424,10.233100623975696,7,121.26374816894531,237.3206787109375,194.78736223493303,3.0999999046325684
