event,net,sta,ML_station,ML_station_std,n_component,distance_km,distance_min_km,distance_max_km,header_ML,amplitude_mm_max,amplitude_mm_mean,amp_window_start,amp_window_end,s_pick,s_source
20060106182808,TW,TTVB,10.432485724761476,0.14533345940752035,2,212.66404724121094,212.66404724121094,212.66404724121094,3.5999999046325684,9090264.6484375,7376615.478515625,2006-01-06T18:29:11.987996,2006-01-06T18:30:34.964032,2006-01-06T18:29:11.987996,header
20060112010459_ML4.8,TW,DBVB,11.883964652040275,0.0067834517770515345,2,248.77407836914062,248.77407836914062,248.77407836914062,4.800000190734863,147310796.875,145701640.625,2006-01-12T01:06:55.467998,2006-01-12T01:08:26.937386,2006-01-12T01:06:55.467998,header
20060112010459_ML4.8,TW,LCVB,11.908340061898809,0.06662205672496292,2,203.63694763183594,203.63694763183594,203.63694763183594,4.800000190734863,261062406.25,235605507.8125,2006-01-12T01:06:28.188005,2006-01-12T01:07:48.635965,2006-01-12T01:06:28.188005,header
20060112010459_ML4.8,TW,TGVB,11.467692529274782,0.03611078401104891,2,257.498779296875,257.498779296875,257.498779296875,4.800000190734863,54902683.59375,51857263.671875,2006-01-12T01:06:59.418000,2006-01-12T01:08:34.333853,2006-01-12T01:06:59.418000,header
20060115142929_ML3.0,TW,DBVB,9.910456119019855,0.020334898033752435,2,47.70921325683594,47.70921325683594,47.70921325683594,3.0,24011326.171875,23242090.8203125,2006-01-15T14:29:44.318000,2006-01-15T14:29:59.804142,2006-01-15T14:29:44.318000,header
20060115142929_ML3.0,TW,DSVB,9.597039448668204,0.11017533915456179,2,307.1416015625,307.1416015625,307.1416015625,3.0,552715.5151367188,469403.4881591797,2006-01-15T14:31:40.007998,2006-01-15T14:33:33.809067,2006-01-15T14:31:40.007998,header
20060115142929_ML3.0,TW,LCVB,9.719186533821242,0.04808064634717325,2,35.64474868774414,35.64474868774414,35.64474868774414,3.0,23555972.65625,21849036.1328125,2006-01-15T14:29:40.978004,2006-01-15T14:29:51.761166,2006-01-15T14:29:40.978004,header
20060115142929_ML3.0,TW,TGVB,7.9467823704441045,0.2038287122557442,2,21.472368240356445,21.472368240356445,21.472368240356445,3.0,957065.185546875,724940.2465820312,2006-01-15T14:29:36.508002,2006-01-15T14:29:42.312912,2006-01-15T14:29:36.508002,header
20060226161229_ML3.5,TW,BGVB,10.165861961816816,0.08141642366898755,2,298.0760803222656,298.0760803222656,298.0760803222656,3.5,2101673.095703125,1856947.75390625,2006-02-26T16:14:14.197997,2006-02-26T16:16:13.785386,2006-02-26T16:14:14.197997,header
20060226161229_ML3.5,TW,DBVB,11.299374975832627,0.028979416647459635,2,40.3808708190918,40.3808708190918,40.3808708190918,3.5,740784125.0,707429843.75,2006-02-26T16:12:41.637999,2006-02-26T16:12:54.918581,2006-02-26T16:12:41.637999,header
20060226161229_ML3.5,TW,DSVB,9.888420043836808,0.07333169913477132,2,280.9171447753906,280.9171447753906,280.9171447753906,3.5,1260138.0615234375,1126297.2412109375,2006-02-26T16:14:14.178002,2006-02-26T16:15:58.556097,2006-02-26T16:14:14.178002,header
20060226161229_ML3.5,TW,HBVB,10.743092024762275,0.05332078418834806,2,208.86309814453125,208.86309814453125,208.86309814453125,3.5,16595783.203125,15273157.71484375,2006-02-26T16:13:43.668004,2006-02-26T16:14:59.570065,2006-02-26T16:13:43.668004,header
20060226161229_ML3.5,TW,LAVB,10.368687967624657,0.0899922090000611,2,229.1026153564453,229.1026153564453,229.1026153564453,3.5,6147305.17578125,5366560.302734375,2006-02-26T16:13:51.948000,2006-02-26T16:15:16.183077,2006-02-26T16:13:51.948000,header
20060226161229_ML3.5,TW,LCVB,10.651249889177064,0.12666401979079367,2,94.16203308105469,94.16203308105469,94.16203308105469,3.5,60373515.625,50170945.3125,2006-02-26T16:12:57.517997,2006-02-26T16:13:30.772689,2006-02-26T16:12:57.517997,header
20060226161229_ML3.5,TW,MCVB,10.412099613845594,0.14366461739300787,2,138.942138671875,138.942138671875,138.942138671875,3.5,19122271.484375,15549897.4609375,2006-02-26T16:13:15.288001,2006-02-26T16:14:03.876092,2006-02-26T16:13:15.288001,header
20060226161229_ML3.5,TW,TGVB,10.65989116817187,0.006455339173252975,2,42.78471374511719,42.78471374511719,42.78471374511719,3.5,152006546.875,150425570.3125,2006-02-26T16:12:42.237998,2006-02-26T16:12:56.521143,2006-02-26T16:12:42.237998,header
20060226161229_ML3.5,TW,THVB,9.927677544333704,0.0033477958143222643,2,294.2640380859375,294.2640380859375,294.2640380859375,3.5,1103030.3955078125,1097050.6591796875,2006-02-26T16:14:12.847996,2006-02-26T16:16:10.364025,2006-02-26T16:14:12.847996,header
20060226161229_ML3.5,TW,TTVB,10.053947775927165,0.0663914600574208,2,109.70721435546875,109.70721435546875,109.70721435546875,3.5,10911537.109375,9850822.75390625,2006-02-26T16:13:01.487998,2006-02-26T16:13:41.136143,2006-02-26T16:13:01.487998,header
20060316162059_ML3.2,TW,BGVB,10.01549723462989,0.08027411131311765,2,232.5574951171875,232.5574951171875,232.5574951171875,3.200000047683716,2599424.8046875,2300455.322265625,2006-03-16T16:23:47.458002,2006-03-16T16:25:14.166330,2006-03-16T16:23:47.458002,header
20060316162059_ML3.2,TW,DBVB,10.16190499512748,0.10700089334791345,2,162.72903442382812,162.72903442382812,162.72903442382812,3.200000047683716,7660938.4765625,6533990.966796875,2006-03-16T16:23:16.357999,2006-03-16T16:24:16.454023,2006-03-16T16:23:16.357999,header
20060316162059_ML3.2,TW,DHVB,10.501122038196932,0.049274791752305425,2,121.44208526611328,121.44208526611328,121.44208526611328,3.200000047683716,25222562.5,23353008.7890625,2006-03-16T16:22:57.857999,2006-03-16T16:23:41.359390,2006-03-16T16:22:57.857999,header
20060316162059_ML3.2,TW,DSVB,9.6945641544617,0.01480722179532017,2,260.1788024902344,260.1788024902344,260.1788024902344,3.200000047683716,873664.4897460938,853101.2878417969,2006-03-16T16:23:59.328000,2006-03-16T16:25:36.280535,2006-03-16T16:23:59.328000,header
20060316162059_ML3.2,TW,HBVB,10.69109400593786,0.06461238717341475,2,195.8614501953125,195.8614501953125,195.8614501953125,3.200000047683716,17042777.34375,15425927.24609375,2006-03-16T16:23:31.687994,2006-03-16T16:24:43.252300,2006-03-16T16:23:31.687994,header
20060316162059_ML3.2,TW,LAVB,9.890028180742075,0.20336125821306136,2,258.9537048339844,258.9537048339844,258.9537048339844,3.200000047683716,1882466.4306640625,1426634.5825195312,2006-03-16T16:23:59.427994,2006-03-16T16:25:34.553803,2006-03-16T16:23:59.427994,header
20060316162059_ML3.2,TW,MCVB,9.90451790829572,0.09931708570606582,2,165.85433959960938,165.85433959960938,165.85433959960938,3.200000047683716,4040026.3671875,3481849.12109375,2006-03-16T16:23:20.787992,2006-03-16T16:24:20.037560,2006-03-16T16:23:20.787992,header
20060316162059_ML3.2,TW,TGVB,9.749623201222683,0.0079065577665665,2,116.62581634521484,116.62581634521484,116.62581634521484,3.200000047683716,4463228.02734375,4406505.126953125,2006-03-16T16:22:55.787998,2006-03-16T16:23:38.048544,2006-03-16T16:22:55.787998,header
20060403170559_ML3.8,TW,BGVB,11.302941129156212,0.0006241874452256476,2,223.0677490234375,223.0677490234375,223.0677490234375,3.799999952316284,48308062.5,48259017.578125,2006-04-03T17:07:57.918000,2006-04-03T17:09:25.879833,2006-04-03T17:07:57.918000,header
20060403170559_ML3.8,TW,DSVB,11.032102815461672,0.04004336650570454,2,183.09909057617188,183.09909057617188,183.09909057617188,3.799999952316284,40905226.5625,38404865.234375,2006-04-03T17:07:43.242026,2006-04-03T17:08:50.994060,2006-04-03T17:07:43.242026,theory
20060403170559_ML3.8,TW,HBVB,11.219155820569672,0.059426880691159666,2,254.56124877929688,254.56124877929688,254.56124877929688,3.799999952316284,33008574.21875,30104774.4140625,2006-04-03T17:08:10.948004,2006-04-03T17:09:53.635499,2006-04-03T17:08:10.948004,header
20060403170559_ML3.8,TW,LAVB,11.081071080292261,0.07854877529211121,2,230.77716064453125,230.77716064453125,230.77716064453125,3.799999952316284,30640833.984375,27183179.6875,2006-04-03T17:07:57.898008,2006-04-03T17:09:30.319440,2006-04-03T17:07:57.898008,header
20060403170559_ML3.8,TW,THVB,10.874658077208062,0.12145848327443566,2,168.84536743164062,168.84536743164062,168.84536743164062,3.799999952316284,37836546.875,31656625.9765625,2006-04-03T17:07:36.748003,2006-04-03T17:08:41.011578,2006-04-03T17:07:36.748003,header
20060403170559_ML3.8,TW,VIVB,10.658834787112228,0.02664737961133463,2,204.13018798828125,204.13018798828125,204.13018798828125,3.799999952316284,13704848.6328125,13135310.05859375,2006-04-03T17:07:53.750911,2006-04-03T17:09:09.514792,2006-04-03T17:07:53.750911,theory
20060516142759_ML2.5,IC,KMI,9.595882891224187,0.04652335450815594,2,150.91827392578125,150.91827392578125,150.91827392578125,3.4000000953674316,2158444.580078125,2006728.759765625,2006-05-11T07:44:59.763999,2006-05-11T07:45:54.916183,2006-05-11T07:44:59.763999,header
20060516142759_ML2.5,TW,SLVB,10.08173747731206,0.1214103316192216,2,287.82720947265625,287.82720947265625,287.82720947265625,3.4000000953674316,2008897.4609375,1680886.1694335938,2006-05-11T07:45:50.168001,2006-05-11T07:47:43.512806,2006-05-11T07:45:50.168001,header
20060516142759_ML2.5,TW,TTVB,10.249781175660583,0.05089376520843046,2,287.4291687011719,287.4291687011719,287.4291687011719,3.4000000953674316,2645806.884765625,2443768.9208984375,2006-05-11T07:45:49.647996,2006-05-11T07:47:43.067445,2006-05-11T07:45:49.647996,header
20061111184259_ML3.8,TW,DBVB,10.606689250902228,0.06725047225102833,2,275.45440673828125,275.45440673828125,275.45440673828125,3.799999952316284,6826191.89453125,6154935.05859375,2006-11-11T18:47:38.007998,2006-11-11T18:49:18.834271,2006-11-11T18:47:38.007998,header
20061111184259_ML3.8,TW,HGVB,10.420799745369699,0.22471874110978526,2,288.12274169921875,288.12274169921875,288.12274169921875,3.799999952316284,5176269.04296875,3833183.837890625,2006-11-11T18:47:42.478005,2006-11-11T18:49:29.469829,2006-11-11T18:47:42.478005,header
20061111184259_ML3.8,TW,LCVB,10.915679638746031,0.16734706451809386,2,211.1722869873047,211.1722869873047,211.1722869873047,3.799999952316284,29076978.515625,22969017.578125,2006-11-11T18:47:08.717997,2006-11-11T18:48:25.119525,2006-11-11T18:47:08.717997,header
20061111184259_ML3.8,TW,SLVB,9.464322316589232,0.02330481199264715,2,257.6986389160156,257.6986389160156,257.6986389160156,3.299999952316284,532618.7133789062,513156.6925048828,2006-11-02T21:13:40.548000,2006-11-02T21:15:22.597093,2006-11-02T21:13:40.548000,header
20061111184259_ML3.8,TW,SPVB,10.871432731291776,0.22467103809677588,2,220.62432861328125,220.62432861328125,220.62432861328125,3.799999952316284,26355052.734375,19517698.73046875,2006-11-11T18:47:12.767990,2006-11-11T18:48:32.650886,2006-11-11T18:47:12.767990,header
20061111184259_ML3.8,TW,TGVB,10.401907012412257,0.03813227349477454,2,267.3314514160156,267.3314514160156,267.3314514160156,3.799999952316284,4350995.1171875,4096957.8857421875,2006-11-11T18:47:32.568001,2006-11-11T18:49:11.498968,2006-11-11T18:47:32.568001,header
20061111184559,IC,KMI,10.408947957110527,0.0450063759652765,2,150.56674194335938,150.56674194335938,150.56674194335938,3.799999952316284,14057946.2890625,13099735.83984375,2006-11-11T18:46:38.623503,2006-11-11T18:47:34.131328,2006-11-11T18:46:38.623503,header
20061111184559,TW,DBVB,10.606689250902228,0.06725047225102833,2,275.45440673828125,275.45440673828125,275.45440673828125,3.799999952316284,6826191.89453125,6154935.05859375,2006-11-11T18:47:38.007998,2006-11-11T18:49:18.834271,2006-11-11T18:47:38.007998,header
20061111184559,TW,HGVB,10.420799745369699,0.22471874110978526,2,288.12274169921875,288.12274169921875,288.12274169921875,3.799999952316284,5176269.04296875,3833183.837890625,2006-11-11T18:47:42.478005,2006-11-11T18:49:29.469829,2006-11-11T18:47:42.478005,header
20061111184559,TW,LCVB,10.915679638746031,0.16734706451809386,2,211.1722869873047,211.1722869873047,211.1722869873047,3.799999952316284,29076978.515625,22969017.578125,2006-11-11T18:47:08.717997,2006-11-11T18:48:25.119525,2006-11-11T18:47:08.717997,header
20061111184559,TW,SPVB,10.871432731291776,0.22467103809677588,2,220.62432861328125,220.62432861328125,220.62432861328125,3.799999952316284,26355052.734375,19517698.73046875,2006-11-11T18:47:12.767990,2006-11-11T18:48:32.650886,2006-11-11T18:47:12.767990,header
20061111184559,TW,TGVB,10.401907012412257,0.03813227349477454,2,267.3314514160156,267.3314514160156,267.3314514160156,3.799999952316284,4350995.1171875,4096957.8857421875,2006-11-11T18:47:32.568001,2006-11-11T18:49:11.498968,2006-11-11T18:47:32.568001,header
20061123174859_ML3.0,TW,DBVB,9.488871320051972,0.11884595971843798,2,161.50010681152344,161.50010681152344,161.50010681152344,3.0,1681129.150390625,1411382.3852539062,2006-11-23T17:51:38.958001,2006-11-23T17:52:38.404738,2006-11-23T17:51:38.958001,header
20061123174859_ML3.0,TW,HGVB,9.292607343058158,0.05631575959170876,2,268.870849609375,268.870849609375,268.870849609375,3.0,343929.2907714844,315116.39404296875,2006-11-23T17:52:27.657990,2006-11-23T17:54:07.915233,2006-11-23T17:52:27.657990,header
20061123174859_ML3.0,TW,LCVB,10.165048289157543,0.08901483858673874,2,110.01609802246094,110.01609802246094,110.01609802246094,3.0,14556080.078125,12724677.24609375,2006-11-23T17:51:17.077990,2006-11-23T17:51:56.682065,2006-11-23T17:51:17.077990,header
20061123174859_ML3.0,TW,SLVB,9.151367004047554,0.07071600298105031,2,220.87252807617188,220.87252807617188,220.87252807617188,3.0,389874.1149902344,349778.38134765625,2006-11-23T17:52:06.597989,2006-11-23T17:53:28.326352,2006-11-23T17:52:06.597989,header
20061123174859_ML3.0,TW,SPVB,10.057255223647326,0.10673078576364294,2,155.8484649658203,155.8484649658203,155.8484649658203,3.0,6505368.1640625,5550428.7109375,2006-11-23T17:51:39.077994,2006-11-23T17:52:34.826977,2006-11-23T17:51:39.077994,header
20061123174859_ML3.0,TW,TTVB,9.272549878673136,0.0008392848526393188,2,248.89039611816406,248.89039611816406,248.89039611816406,3.0,356591.8884277344,356105.2703857422,2006-11-23T17:52:21.307996,2006-11-23T17:53:52.254931,2006-11-23T17:52:21.307996,header
20061123174859_ML3.0,TW,VTVB,4.2342915852479726,0.46857031356194995,2,264.6025085449219,264.6025085449219,264.6025085449219,3.0,6.101586855947971,3.714161110110581,2006-11-23T17:52:25.658717,2006-11-23T17:54:04.459673,2006-11-23T17:52:25.658717,theory
20061123175055,TW,DBVB,9.488871320051972,0.11884595971843798,2,161.50010681152344,161.50010681152344,161.50010681152344,3.0,1681129.150390625,1411382.3852539062,2006-11-23T17:51:38.958001,2006-11-23T17:52:38.404738,2006-11-23T17:51:38.958001,header
20061123175055,TW,HGVB,9.292607343058158,0.05631575959170876,2,268.870849609375,268.870849609375,268.870849609375,3.0,343929.2907714844,315116.39404296875,2006-11-23T17:52:27.657990,2006-11-23T17:54:07.915233,2006-11-23T17:52:27.657990,header
20061123175055,TW,LCVB,10.165048289157543,0.08901483858673874,2,110.01609802246094,110.01609802246094,110.01609802246094,3.0,14556080.078125,12724677.24609375,2006-11-23T17:51:17.077990,2006-11-23T17:51:56.682065,2006-11-23T17:51:17.077990,header
20061123175055,TW,SLVB,9.151367004047554,0.07071600298105031,2,220.87252807617188,220.87252807617188,220.87252807617188,3.0,389874.1149902344,349778.38134765625,2006-11-23T17:52:06.597989,2006-11-23T17:53:28.326352,2006-11-23T17:52:06.597989,header
20061123175055,TW,SPVB,10.057255223647326,0.10673078576364294,2,155.8484649658203,155.8484649658203,155.8484649658203,3.0,6505368.1640625,5550428.7109375,2006-11-23T17:51:39.077994,2006-11-23T17:52:34.826977,2006-11-23T17:51:39.077994,header
20061123175055,TW,TTVB,9.272549878673136,0.0008392848526393188,2,248.89039611816406,248.89039611816406,248.89039611816406,3.0,356591.8884277344,356105.2703857422,2006-11-23T17:52:21.307996,2006-11-23T17:53:52.254931,2006-11-23T17:52:21.307996,header
20061123175055,TW,VTVB,4.2342915852479726,0.46857031356194995,2,264.6025085449219,264.6025085449219,264.6025085449219,3.0,6.101586855947971,3.714161110110581,2006-11-23T17:52:25.658717,2006-11-23T17:54:04.459673,2006-11-23T17:52:25.658717,theory
20061124120359_ML3.5,IC,KMI,9.97883089442009,0.054670369679830695,2,275.21966552734375,275.21966552734375,275.21966552734375,3.5,1578626.220703125,1449905.76171875,2006-11-24T12:06:53.996002,2006-11-24T12:08:37.895777,2006-11-24T12:06:53.996002,header
20061124120359_ML3.5,TW,BCVB,10.941654758071872,0.029577875272020993,2,206.18162536621094,206.18162536621094,206.18162536621094,3.5,25886226.5625,24697752.9296875,2006-11-24T12:06:25.707994,2006-11-24T12:07:41.652417,2006-11-24T12:06:25.707994,header
20061124120359_ML3.5,TW,CBVB,10.73059109967904,0.023427935794126532,2,210.0100860595703,210.0100860595703,210.0100860595703,3.5,15189781.25,14631920.8984375,2006-11-24T12:06:27.657996,2006-11-24T12:07:45.824724,2006-11-24T12:06:27.657996,header
20061124120359_ML3.5,TW,DBVB,10.762967321967,0.011588059145609538,2,217.47789001464844,217.47789001464844,217.47789001464844,3.5,14948490.234375,14671706.54296875,2006-11-24T12:06:31.157992,2006-11-24T12:07:50.823260,2006-11-24T12:06:31.157992,header
20061124120359_ML3.5,TW,DHVB,11.200344300427627,0.08630161956157309,2,185.63685607910156,185.63685607910156,185.63685607910156,3.5,63284570.3125,55532437.5,2006-11-24T12:06:18.048006,2006-11-24T12:07:24.815904,2006-11-24T12:06:18.048006,header
20061124120359_ML3.5,TW,HBVB,10.942714371786685,0.11183916738895473,2,268.75225830078125,268.75225830078125,268.75225830078125,3.5,16837359.375,14267651.3671875,2006-11-24T12:06:53.637990,2006-11-24T12:08:32.706172,2006-11-24T12:06:53.637990,header
20061124120359_ML3.5,TW,HGVB,10.560254086747292,0.020317252266998053,2,85.09539794921875,85.09539794921875,85.09539794921875,3.5,47928574.21875,46394406.25,2006-11-24T12:05:31.498006,2006-11-24T12:06:01.018265,2006-11-24T12:05:31.498006,header
20061124120359_ML3.5,TW,HN1B,11.236330670135747,0.01633314202088899,2,277.2050476074219,277.2050476074219,277.2050476074219,3.5,26390835.9375,25707356.4453125,2006-11-24T12:06:57.378005,2006-11-24T12:08:40.941365,2006-11-24T12:06:57.378005,header
20061124120359_ML3.5,TW,LCVB,10.942386629363,0.03476990297043439,2,152.27035522460938,152.27035522460938,152.27035522460938,3.5,46289089.84375,43811503.90625,2006-11-24T12:06:01.208004,2006-11-24T12:06:56.701570,2006-11-24T12:06:01.208004,header
20061124120359_ML3.5,TW,LSVB,10.583206967226378,0.05692250367648261,2,293.8222961425781,293.8222961425781,293.8222961425781,3.5,5464608.3984375,5002317.87109375,2006-11-24T12:06:58.048006,2006-11-24T12:08:55.049531,2006-11-24T12:06:58.048006,header
20061124120359_ML3.5,TW,MCVB,10.481332755064148,0.06640366294677516,2,245.77749633789062,245.77749633789062,245.77749633789062,3.5,6595777.83203125,5954494.384765625,2006-11-24T12:06:45.188001,2006-11-24T12:08:14.069664,2006-11-24T12:06:45.188001,header
20061124120359_ML3.5,TW,SLVB,10.66604865999841,0.22268318438489115,2,190.3258514404297,190.3258514404297,190.3258514404297,3.5,22006503.90625,16331684.5703125,2006-11-24T12:06:15.578004,2006-11-24T12:07:28.551901,2006-11-24T12:06:15.578004,header
20061124120359_ML3.5,TW,SPVB,11.03052857328428,0.06623160027088586,2,84.1434097290039,84.1434097290039,84.1434097290039,3.5,155080796.875,140037863.28125,2006-11-24T12:05:29.707996,2006-11-24T12:05:58.933607,2006-11-24T12:05:29.707996,header
20061124120359_ML3.5,TW,TGVB,10.776434229887904,0.24332284949921057,2,177.29527282714844,177.29527282714844,177.29527282714844,3.5,33600640.625,24407209.47265625,2006-11-24T12:06:12.888007,2006-11-24T12:07:17.624849,2006-11-24T12:06:12.888007,header
20061124120359_ML3.5,TW,TTVB,10.602847172346063,0.0392293268528876,2,173.63954162597656,173.63954162597656,173.63954162597656,3.5,16803423.828125,15795876.953125,2006-11-24T12:06:12.647997,2006-11-24T12:07:14.707694,2006-11-24T12:06:12.647997,header
20061124120359_ML3.5,TW,VTVB,7.508624962733535,0.17384271057895576,2,112.39444732666016,112.39444732666016,112.39444732666016,3.5,35628.5400390625,27928.138732910156,2006-11-24T12:05:44.818005,2006-11-24T12:06:23.367632,2006-11-24T12:05:44.818005,header
20070401185859_ML3.0,TW,CCVB,9.664792073569433,0.09881284487850689,2,243.099853515625,243.099853515625,243.099853515625,3.0,1086384.521484375,936933.6853027344,2007-04-01T19:01:02.688009,2007-04-01T19:02:39.464569,2007-04-01T19:01:02.688009,header
20070401185859_ML3.0,TW,DBVB,10.144819916485602,0.09231923274279774,2,150.52615356445312,150.52615356445312,150.52615356445312,3.0,8269052.734375,7195549.8046875,2007-04-01T19:00:27.578002,2007-04-01T19:01:21.988769,2007-04-01T19:00:27.578002,header
20070401185859_ML3.0,TW,LCVB,9.76155911282812,0.12800433386667534,2,223.7590789794922,223.7590789794922,223.7590789794922,3.0,1697894.287109375,1408518.1274414062,2007-04-01T19:01:00.918003,2007-04-01T19:02:22.720719,2007-04-01T19:01:00.918003,header
20070401185859_ML3.0,TW,SPVB,9.941795215482639,0.2107282127695435,2,275.3470764160156,275.3470764160156,275.3470764160156,3.0,1866935.302734375,1403453.2775878906,2007-04-01T19:01:13.728003,2007-04-01T19:03:06.922718,2007-04-01T19:01:13.728003,header
20070401185859_ML3.0,TW,TGVB,9.76722924310145,0.15305316276392628,2,182.6441192626953,182.6441192626953,182.6441192626953,3.0,2684568.359375,2157729.0649414062,2007-04-01T19:00:42.138004,2007-04-01T19:01:48.560746,2007-04-01T19:00:42.138004,header
20070401185859_ML3.0,TW,TTVB,9.940144697450746,0.09656193103075933,2,226.72134399414062,226.72134399414062,226.72134399414062,3.0,2367687.5,2048284.423828125,2007-04-01T19:01:01.438008,2007-04-01T19:02:25.905563,2007-04-01T19:01:01.438008,header
20070502033029_ML-nan,TW,HBVB,11.873860254476398,0.07511166185896134,2,231.7244873046875,231.7244873046875,231.7244873046875,4.400000095367432,187453734.375,167117421.875,2007-05-02T02:03:28.128010,2007-05-02T02:04:52.850992,2007-05-02T02:03:28.128010,header
20070502033029_ML-nan,TW,HN1B,11.845784795808836,0.13477787583267287,2,282.6951904296875,282.6951904296875,282.6951904296875,4.400000095367432,124402695.3125,102306031.25,2007-05-02T02:03:50.908017,2007-05-02T02:05:35.541460,2007-05-02T02:03:50.908017,header
20070502033029_ML-nan,TW,LCVB,11.369190396962129,0.03608950718200691,2,144.6044464111328,144.6044464111328,144.6044464111328,4.400000095367432,135708015.625,128184550.78125,2007-05-02T02:02:48.258009,2007-05-02T02:03:40.870964,2007-05-02T02:02:48.258009,header
