event,sta,ML_cal,ML_header,ML_diff
20090308202736_ML2.8,TGVB,3.208214704419966,2.799999952316284,0.4082147521036816
20090308202736_ML2.8,TTVB,3.7315449807237937,2.799999952316284,0.9315450284075092
20090308202736_ML2.8,VTVB,3.933534926152882,2.799999952316284,1.1335349738365972
20090327144250_ML3.6,DHVB,4.809739726741866,3.5999999046325684,1.209739822109298
20090327144250_ML3.6,HGVB,4.38541487921948,3.5999999046325684,0.7854149745869119
20090327144250_ML3.6,MCVB,4.558048178773433,3.5999999046325684,0.9580482741408644
20090327144250_ML3.6,SLVB,4.50726485157384,3.5999999046325684,0.9072649469412716
20090327144250_ML3.6,SPVB,4.951249201242998,3.5999999046325684,1.3512492966104297
20090327144250_ML3.6,TGVB,4.775108454534191,3.5999999046325684,1.1751085499016227
20090327144250_ML3.6,TTVB,4.544162527722707,3.5999999046325684,0.944162623090139
20090327144250_ML3.6,VTVB,4.488104921201497,3.5999999046325684,0.8881050165689288
20090427221744_ML3.2,HGVB,3.768045674919229,3.200000047683716,0.5680456272355126
20090427221744_ML3.2,SLVB,3.965767035266517,3.200000047683716,0.7657669875828006
20090427221744_ML3.2,SPVB,4.843335317166107,3.200000047683716,1.6433352694823915
20090427221744_ML3.2,TGVB,3.7899577031656313,3.200000047683716,0.5899576554819155
20090427221744_ML3.2,TTVB,3.935449635373152,3.200000047683716,0.7354495876894358
20090427221744_ML3.2,VTVB,4.065778412866426,3.200000047683716,0.8657783651827105
20090505171825_ML3.1,DHVB,4.103306756986986,3.0999999046325684,1.0033068523544175
20090505171825_ML3.1,HGVB,4.139250984091334,3.0999999046325684,1.039251079458766
20090505171825_ML3.1,SLVB,3.5127943396953327,3.0999999046325684,0.4127944350627643
